kaynak,bolum,kac_kez,hadis_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Buhârî,Talâk,6,"Ben ve yetime kol kanat geren kimse, cennette yan yana olacağız.","Aile, Çocuk ve Nesil",29.03.2013,SOKAĞIN YETİMLERİ: ÇOCUKLARIMIZ
Buhârî,Talâk,6,"İşaret parmağıyla orta parmağını göstererek, ben ve yetime kol kanat geren kimse cennette böyle yan yana olacağız.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",29.03.2024,KARDEŞLİĞİMİZ ZEKÂTLA BEREKETLENSİN
Buhârî,Talâk,6,"İşaret parmağıyla orta parmağını bir arada göstererek, ben ve yetime kol kanat geren kimse cennette böyle yan yana olacağız.",Peygamberimiz ve Ashab,29.08.2025,ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S)
Tirmizî,Büyû’,6,"Dürüst ve güvenilir tüccar, ahirette peygamberler, sıddıklar ve şehitlerle beraber olacaktır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",15.09.2023,AHÎLİK: DÜRÜSTLÜK VE MERHAMETİ TİCARETE HÂKİM KILMAK
Tirmizî,Büyû’,6,"Dürüst ve güvenilir tüccar, peygamberler, sıddîklar ve şehitlerle beraberdir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",17.09.2021,TİCARET HAYATINDA HELAL HARAM BİLİNCİ
Tirmizî,Büyû’,6,"Dürüst ve güvenilir tüccar, peygamberler, dosdoğru kimseler ve şehitlerle beraberdir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",18.08.2017,ALIŞVERİŞ VE TİCARET AHLAKI
Tirmizî,Büyû’,6,"Dürüst ve güvenilir tüccar, mahşerde peygamberler, sıddîklar ve şehitlerle beraberdir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",19.09.2025,PEYGAMBERİMİZ (S.A.S) VE TİCARET AHLAKI
Tirmizî,Büyû’,6,"Dürüst ve güvenilir tüccar, peygamberler, sıddîklar ve şehitlerle beraberdir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",23.09.2022,HELAL KAZANÇ VE ALIN TERİ
Tirmizî,Büyû’,6,Bizi aldatan bizden değildir,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",26.09.2014,İŞ VE TİCARET AHLAKI-ÂHİLİK
Tirmizî,Cum’a,6,"…Zekât, suyun ateşi söndürdüğü gibi hata ve günahları silip yok eder.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",06.03.2026,ZEKÂT VE FITIR SADAKASI
Tirmizî,Cum’a,6,Haram lokma ile beslenip büyüyen bir insan ateşe daha layıktır,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",12.07.2013,HELAL KAZANÇ HELAL LOKMA
Tirmizî,Cum’a,6,"Cuma günü öyle bir an vardır ki kul o anda Allah'tan bir şey dilerse, Allah ona isteğini mutlaka verir.",İbadet ve Kulluk,19.07.2019,CUMA NAMAZI VE ADABI
Tirmizî,Cum’a,6,Haramla beslenen vücudun layık olduğu yer ancak cehennemdir.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",23.09.2022,HELAL KAZANÇ VE ALIN TERİ
Tirmizî,Cum’a,6,Suyun ateşi söndürdüğü gibi zekât da hata ve günahları silip yok etmektedir.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",29.03.2024,KARDEŞLİĞİMİZ ZEKÂTLA BEREKETLENSİN
Tirmizî,Cum’a,6,"Su, ateşi nasıl söndürüyorsa zekât da günahları öylece silip yok eder.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",31.03.2023,ZEKÂT: İSLAM’IN DAYANIŞMA KÖPRÜSÜ
Tirmizî,Diyât,6,Allah her şeyin en güzel şekilde yapılmasını emretmiştir.,İslam Coğrafyası ve Küresel Meseleler,02.02.2024,"RABBİMİZ, MÜMİNLERİ YALNIZ VE YARDIMSIZ BIRAKMAZ"
Tirmizî,Diyât,6,Allah her şeyin en güzel şekilde yapılmasını emretmiştir.,"Ramazan, Oruç ve Bayramlar",06.06.2025,KURBAN BAYRAMI: ALLAH’IN KULLARINA İHSAN VE İKRAMI
Tirmizî,Diyât,6,"Allah, her işte iyiliği emretmiştir.","Ramazan, Oruç ve Bayramlar",07.03.2025,İYİLİK AYI RAMAZAN
Tirmizî,Diyât,6,Allah her şeyin en güzel şekilde yapılmasını emretmiştir.,İbadet ve Kulluk,07.04.2023,İHSAN BİLİNCİ: KULLUĞUN ZİRVESİ
Tirmizî,Diyât,6,"Bir Müslümanın öldürülmesi, Allah katında dünyanın yok olmasından daha vahimdir.","Vatan, Millet ve Tarih",16.12.2016,HER ZORLUKLA BERABER BİR KOLAYLIK VARDIR.
Tirmizî,Diyât,6,"Allah katında dünyanın yok olması, bir Müslümanın öldürülmesinden daha hafiftir.",İslam Coğrafyası ve Küresel Meseleler,23.08.2013,"İNSANIN KATLİ, İNSANLIĞIN KATLİDİR"
Tirmizî,Fiten,6,"...Hiçbir erkek, mahremi olmayan bir kadınla yalnız başına kalmasın; zira yanlarındaki üçüncü kişi şeytan olur...","Aile, Çocuk ve Nesil",02.05.2025,NEFSİ VE NESLİ İFSAT EDEN BÜYÜK GÜNAH: ZİNA
Tirmizî,Fiten,6,"İyi olanınız, kendisinden herkesin hayır umduğu ve şerrinden emin olduğu kimsedir. Kötü olanınız ise kendisinden hiç kimsenin hayır ummadığı ve şerrinden emin olmadığı kimsedir.","Ahlak, Erdem ve Söz",10.11.2017,ÖRNEK İNSAN: MÜMİN
Tirmizî,Fiten,6,"Dikkat edin, size mümini tanıtıyorum; o, insanların canı ve malı hususunda kendisine güvendiği kişidir. Müslüman; elinden ve dilinden insanlara zarar gelmeyen kimsedir…","Ahlak, Erdem ve Söz",11.02.2022,İSLAM’I TEMSİL SORUMLULUĞUMUZ
Tirmizî,Fiten,6,"Hayırlınız, kendisinden iyilik beklenilen ve kötülüğünden emin olunandır. Şerliniz ise kendisinden iyilik beklenilmeyen ve kötülüğünden de emin olunmayandır.","Ahlak, Erdem ve Söz",11.10.2024,KÖTÜLÜĞE İYİLİKLE ENGEL OLALIM
Tirmizî,Fiten,6,"Sizin en hayırlınız, kendisinden hayır beklenilen ve kötülüğünden emin olunandır; en şerliniz ise kendisinden hayır beklenmeyen ve kötülüğünden de emin olunmayandır.","Ahlak, Erdem ve Söz",17.05.2019,PEYGAMBERİMİZİN TARİFİYLE HAYIRLI MÜSLÜMAN
Tirmizî,Fiten,6,Hayırlınız kendisinden hayır umulan ve şerrinden emin olunandır. Şerliniz ise kendisinden hayır beklenmeyen ve şerrinden de emin olunmayandır.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.11.2014,HAYIR HAZİNELER DOLUSUDUR
Buhârî,Büyû’,5,"Satarken, satın alırken, alacağını talep ederken hoşgörülü davranıp kolaylık gösteren kimseye Allah rahmetiyle muamele eylesin.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",18.09.2026,AHÎLİK AHLAKI
Buhârî,Büyû’,5,"Öyle bir zaman gelecek ki, kişi, malını helâlden mi yoksa haramdan mı elde ettiğine bakmayacak!","Ekonomik Hayat: Kazanç, Zekat ve İsraf",19.09.2025,PEYGAMBERİMİZ (S.A.S) VE TİCARET AHLAKI
Buhârî,Büyû’,5,Hiç kimse elinin emeğiyle kazandığından daha hayırlı bir rızık asla yememiştir...,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",29.11.2024,MADDİ VE MANEVİ TÜKENİŞ: KUMAR
Buhârî,Büyû’,5,…Kişinin malını helâlden mi yoksa haramdan mı elde ettiğine bakmayacağı!,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",31.07.2026,HELAL HARAM DUYARLILIĞI
Buhârî,Büyû’,5,Hiç kimse kendi el emeğinin karşılığından daha hayırlısını yememiştir.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",31.08.2018,"ÇALIŞMAK, HAYATIMIZA BEREKET GETİRİR"
Buhârî,Savm,5,Selmân doğru söylemiş,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",12.10.2018,"CENÂB-I HAK, HER HAK SAHİBİNE HAKKINI VERMİŞTİR"
Buhârî,Savm,5,İnsanoğlunun yaptığı her şey kendisi içindir. Oruç müstesna. O benim içindir ve onun mükâfatını ben vereceğim…,"Ramazan, Oruç ve Bayramlar",20.07.2012,“BEN ORUÇLUYUM” DİYEBİLMEK
Buhârî,Savm,5,"…cennet kapıları açılır, cehennem kapıları kapanır, şeytanlar da zincire vurulur.","Ramazan, Oruç ve Bayramlar",20.07.2012,“BEN ORUÇLUYUM” DİYEBİLMEK
Buhârî,Savm,5,Ben oruçluyum,İbadet ve Kulluk,22.05.2020,BİR ÖMRÜ RAMAZAN GİBİ YAŞAMAK
Buhârî,Savm,5,Sahurda bereket vardır.,"Ramazan, Oruç ve Bayramlar",28.02.2025,RAHMET VE MAĞFİRET MEVSİMİNE GİRERKEN
Buhârî,Tefsîr,5,Ben sizi elîm bir azaba karşı uyarıyorum.,"İman, Tevhid ve Ahiret",05.08.2016,KULLUK SADECE ALLAH’A ÖZGÜDÜR
Buhârî,Tefsîr,5,Ey örtüsüne bürünen! Kalk ve uyar! Sadece Rabbinin büyüklüğünü dile getir. Elbiseni tertemiz tut ve her türlü pislikten uzak dur.,İbadet ve Kulluk,06.03.2020,"ALLAH TEMİZDİR, TEMİZLİĞİ SEVER"
Buhârî,Tefsîr,5,"Bu sûre, yedi ayetten oluşan, namazlarda tekrar tekrar okunan Fâtiha sûresidir.",Kur'an-ı Kerim,08.01.2021,FÂTİHA SÛRESİ: KUR’AN’IN MUKADDİMESİ
Buhârî,Tefsîr,5,Ben sizi elîm bir azaba karşı uyarıyorum.,İbadet ve Kulluk,12.11.2021,İBADET: ALLAH İLE KUL ARASINDAKİ KUTLU BAĞ
Buhârî,Tefsîr,5,Ben sizi elîm bir azaba karşı uyarıyorum.,Peygamberimiz ve Ashab,14.04.2017,HZ. PEYGAMBER VE GÜVEN TOPLUMU
Hakim,Müstedrek,5,İhtiyarlık gelmeden önce gençliğin kıymetini bilin!,"Aile, Çocuk ve Nesil",05.02.2021,GENÇLERİMİZ: EN BÜYÜK İMKÂN VE ZENGİNLİĞİMİZ
Hakim,Müstedrek,5,Ahde güzel bir şekilde vefa göstermek imandandır,"Ahlak, Erdem ve Söz",07.11.2025,VEFA İMANDANDIR
Hakim,Müstedrek,5,Komşusu açken tok olarak sabahlayan bizden değildir,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.04.2011,MERHAMET EĞİTİMİ
Hakim,Müstedrek,5,Merhamet ancak kalbi katılaşmış inançsız bedbahtların kalbinden kaldırılmıştır.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.04.2011,MERHAMET EĞİTİMİ
Hakim,Müstedrek,5,"Merhamet, ancak kalbi katılaşmış inançsız bedhahların kalbinden çekilip alınmıştır","Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.04.2011,MERHAMET EĞİTİMİ
Tirmizî,Tahâret,5,Cennetin anahtarı namazdır.,İbadet ve Kulluk,09.01.2026,NAMAZ
Tirmizî,Tahâret,5,cennetin anahtarı,İbadet ve Kulluk,09.10.2015,NAMAZ DİRİLİŞTİR
Tirmizî,Tahâret,5,"Namaz, cennetin anahtarıdır.",İbadet ve Kulluk,09.12.2022,HAYDİ NAMAZA! HAYDİ KURTULUŞA!
Tirmizî,Tahâret,5,"Cennetin anahtarı namaz, namazın anahtarı ise abdesttir.",İbadet ve Kulluk,13.11.2020,"ABDEST: BEDENİMİZE SAĞLIK, RUHUMUZA HUZUR"
Tirmizî,Tahâret,5,Cennetin anahtarı namazdır.,İbadet ve Kulluk,13.12.2019,NAMAZ: RABBİMİZE YAKIN OLMA ÇABAMIZ
İbn Mâce,Edeb,5,"Evlerin en hayırlısı, içinde kendisine iyi bakılan bir yetimin bulunduğu evdir. Evlerin en kötüsü ise kendisine iyi davranılmayan bir yetimin bulunduğu evdir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",11.07.2014,KİMSESİZLERİN KİMSESİ OLABİLMEK
İbn Mâce,Edeb,5,"Müslümanların evleri arasında en hayırlı ev, içinde kendisine iyi davranılan bir yetimin bulunduğu evdir…","Toplumsal Dayanışma, Merhamet ve Kardeşlik",14.08.2026,HER YETİM BİR EMANET
İbn Mâce,Edeb,5,"Müslümanların evleri arasında en hayırlısı, içinde kendisine iyi davranılan bir yetimin bulunduğu evdir…","İman, Tevhid ve Ahiret",22.03.2024,RAMAZAN VE AHİRET BİLİNCİ
İbn Mâce,Edeb,5,"Müslümanların evleri arasında en hayırlı ev, içinde kendisine iyi davranılan bir yetimin bulunduğu evdir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",23.04.2021,YETİM: CENÂB-I HAKK’IN İNSANLIĞA EMANETİ
İbn Mâce,Edeb,5,"Müslümanlar arasında en hayırlı ev, içinde kendisine iyi davranılan bir yetimin bulunduğu evdir. Müslümanlar arasında en kötü ev ise içinde kendisine kötü davranılan bir yetimin bulunduğu evdir.","Aile, Çocuk ve Nesil",29.03.2013,SOKAĞIN YETİMLERİ: ÇOCUKLARIMIZ
İbn Mâce,İkâmet,5,Her kim önemsemediğinden dolayı Cuma namazını üç defa terk ederse kalbi mühürlenir.,İbadet ve Kulluk,09.12.2022,HAYDİ NAMAZA! HAYDİ KURTULUŞA!
İbn Mâce,İkâmet,5,Her kim önemsemediğinden dolayı Cuma namazını üç defa terk ederse kalbi mühürlenir.,İbadet ve Kulluk,10.09.2021,CUMA NAMAZI: HAFTALIK BULUŞMAMIZ
İbn Mâce,İkâmet,5,"Kim, önemsemediğinden dolayı Cuma namazını üç defa terk ederse kalbi mühürlenir.",İbadet ve Kulluk,15.11.2024,ÂDÂB VE ERKÂNIYLA CUMA NAMAZI
İbn Mâce,İkâmet,5,Her kim önemsemediğinden dolayı Cuma namazını üç defa terk ederse kalbi mühürlenir.,İbadet ve Kulluk,19.07.2019,CUMA NAMAZI VE ADABI
İbn Mâce,İkâmet,5,"Benden bağışlanma dileyen yok mu, onu bağışlayayım! Benden rızık isteyen yok mu, onu rızıklandırayım! Belaya düçar olan yok mu, ona afiyet vereyim!","Kandiller, Muharrem ve Mübarek Geceler",23.02.2024,BERAT GECESİ: GÜNAHLARDAN ARINMA VESİLESİ
Buhârî,Bed’ü’l-vahy,4,"Korkmana gerek yok! Çünkü sen her zaman doğruyu söyler, akrabanı gözetirsin. Muhtaçlara yardım eder, misafire ikramda bulunursun. Allah, hiçbir zaman seni utandırıp üzmez.","Aile, Çocuk ve Nesil",15.11.2019,PEYGAMBERİMİZ VE AİLE
Buhârî,Bed’ü’l-vahy,4,"Allah’a yemin ederim ki Cenâb-ı Hak hiçbir vakit seni utandırmaz. Çünkü sen akrabayı gözetirsin; muhtaç olanların bakımını üstlenirsin; aç ve açıkta olanı koruyup, kollarsın; misafire ikram edersin ve musibete maruz kalanlara yardım edersin.",Peygamberimiz ve Ashab,21.08.2026,MEVLİD-İ NEBİ
Buhârî,Bed’ü’l-vahy,4,"Ameller, niyetlere göredir. Herkese ancak niyet ettiğinin karşılığı vardır",İbadet ve Kulluk,28.08.2015,HAC YOLCULUĞUNDAN HAK YOLCULUĞUNA
Buhârî,Bed’ü’l-vahy,4,"Korkma, endişelenme! Allah, seni asla mahcup etmez. Çünkü sen, akrabalarınla ilgilenirsin. Yetim ve kimsesizleri gözetirsin. Fakir ve ihtiyaç sahibinin yardımına koşarsın. Misafire ikramda bulunur, komşuna iyi davranırsın. Mazluma ve mağdura kol kanat gerersin. Hakkı savunur, doğrunun yanında yer alırsın.","Vatan, Millet ve Tarih",29.07.2016,"EN BÜYÜK BOZGUNCULUK, DİNİN MUAZZEZ DEĞERLERİNİ İSTİSMAR ETMEKTİR."
Buhârî,Ezân,4,"İnsanlar ezan okuma ve birinci safta yer almadaki sevabı bilselerdi, bunu yapmak için aralarında kura çekerlerdi.",İbadet ve Kulluk,09.01.2015,EZAN: ÖZGÜRLÜĞÜN GÜR SEDASI
Buhârî,Ezân,4,"Cemaatle kılınan namaz, tek başına kılınan namazdan yirmi yedi kat daha faziletlidir.",İbadet ve Kulluk,09.12.2022,HAYDİ NAMAZA! HAYDİ KURTULUŞA!
Buhârî,Ezân,4,İnsanlar sabah ve yatsı namazındaki sevabı bilselerdi sürünerek de olsa camiye gelirlerdi.,İbadet ve Kulluk,26.09.2025,"PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ"
Buhârî,Ezân,4,Neşeyi ve huzuru Rabbine ibadette bulan gençler,"Sabır, Tevekkül ve Manevi Olgunluk",30.12.2016,ÖMÜR NİMETİ
Buhârî,Libâs,4,"İsrafa kaçmadan ve kibre kapılmadan yiyiniz, içiniz, giyininiz ve sadaka veriniz.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",08.06.2018,"AFİYET OLSUN, İSRAF OLMASIN"
Buhârî,Libâs,4,"Kibre kapılmadan ve israfa kaçmadan yiyiniz, içiniz, giyininiz ve sadaka veriniz.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.02.2018,"İSRAF, DİNÎ VE AHLAKÎ BİR İFLASTIR"
Buhârî,Libâs,4,"Allah katında amellerin en sevimlisi, az da olsa devamlı olanıdır.",İbadet ve Kulluk,15.07.2016,HAYATIMIZI İBADET KILABİLMEK
Buhârî,Libâs,4,"Kibirsizce ve israfa kaçmadan yiyiniz, içiniz, giyininiz ve sadaka veriniz.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",25.01.2013,ALLAH’IN SEVMEDİĞİ DAVRANIŞ: İSRAF
Ebû Dâvûd,Libâs,4,"Kim bir topluluğa benzemeye çalışırsa, o da onlardandır.","Ahlak, Erdem ve Söz",17.12.2021,"MÜSLÜMAN, DİNÎ VE AHLAKİ DEĞERLERİYLE YAŞAR"
Ebû Dâvûd,Libâs,4,Bu adam elbisesini yıkayacak bir şey bulamamış mı?,İbadet ve Kulluk,19.10.2018,MADDİ VE MANEVİ ARINMA: TEMİZLİK
Ebû Dâvûd,Libâs,4,Kim bir kavme benzerse o da onlardandır.,"İman, Tevhid ve Ahiret",20.12.2024,MİLLİ VE MANEVİ DEĞERLERİMİZİ MUHAFAZA EDELİM
Ebû Dâvûd,Libâs,4,Kim bir kavme benzerse o da onlardandır.,"Ahlak, Erdem ve Söz",23.12.2022,BİZİ BİZ YAPAN DEĞERLERE SAHİP ÇIKALIM
Kudâî,Müsnedü’ş-şihâb,4,"İnsanların en hayırlısı, insanlara faydalı olandır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.05.2025,"VAKIF: YARATAN’A HÜRMET, YARATILANA MERHAMET"
Kudâî,Müsnedü’ş-şihâb,4,İnsanların en hayırlısı insanlara faydalı olandır.,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",22.11.2024,"İLİM İZZETE, ŞİDDET ZİLLETE GÖTÜRÜR"
Kudâî,Müsnedü’ş-şihâb,4,İnsanların en hayırlısı insanlara faydalı olandır,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",24.04.2026,MERHAMET EĞİTİMİ
Kudâî,Müsnedü’ş-şihâb,4,"İnsanların en hayırlısı, insanlara faydalı olandır","Vatan, Millet ve Tarih",29.05.2026,FETİH RUHU VE VAKIF MEDENİYETİ
Müslim,Mesâcid,4,Allah katında en makbul mekânlardır.,İbadet ve Kulluk,03.08.2018,CAMİ VE CEMAAT ADABI
Müslim,Mesâcid,4,İşte beş vakit namazın misâli budur. Kılınan bu namazlarla Allah günahları yok eder.,İbadet ve Kulluk,16.01.2015,"BİR TEKELLÜF DEĞİL, NİMET OLARAK NAMAZ"
Müslim,Mesâcid,4,"Ümmetimin iyi ve kötü bütün amelleri bana gösterildi; iyi amelleri arasında, insanlara eziyet veren şeylerin yoldan kaldırılması, kötü amelleri arasında ise yerlere tükürmek ve yerleri kirletmek vardı.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",16.08.2024,ÇEVREMİZ BİZE EMANETTİR
Müslim,Mesâcid,4,İşte bilinç ve şuurla eda edilen beş vakit namaz da bunun gibidir. Kılınan bu namazlarla Allah günahları yok eder.,İbadet ve Kulluk,27.05.2016,NAMAZ ARINMADIR
Müslim,Müsâkât,4,"Hiç kimse hakkı olmayan bir karış toprağı bile almasın! Şayet alırsa, kıyamet gününde Allah, yedi kat yeri onun boynuna geçirir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",06.12.2024,MİRAS: SINIRLARINI ALLAH’IN BELİRLEDİĞİ HAK
Müslim,Müsâkât,4,"Hiç kimse hakkı olmayan bir karış toprağı bile almasın! Eğer alırsa, kıyamet gününde Allah yedi kat yeri onun boynuna dolar.","Ahlak, Erdem ve Söz",15.08.2025,KUL HAKKI ATEŞTEN GÖMLEKTİR
Müslim,Müsâkât,4,"Kimse hakkı olmayan bir karış yeri bile almasın! Alırsa Allah, kıyamet gününde yedi kat yeri onun boynuna dolar.","Ahlak, Erdem ve Söz",27.03.2015,KUL VE KAMU HAKKI
Müslim,Müsâkât,4,"Helâl bellidir, haram da bellidir…","Ekonomik Hayat: Kazanç, Zekat ve İsraf",31.07.2026,HELAL HARAM DUYARLILIĞI
Müslim,Tahâret,4,"Temizlik, imanın yarısıdır.","Afet, Kriz ve Sağlık",04.09.2020,"İSLAM, TEMİZLİĞİ EMREDER"
Müslim,Tahâret,4,Temizlik imanın yarısıdır.,İbadet ve Kulluk,06.03.2020,"ALLAH TEMİZDİR, TEMİZLİĞİ SEVER"
Müslim,Tahâret,4,Temizlik imanın yarısıdır,"Ramazan, Oruç ve Bayramlar",09.07.2022,KURBAN BAYRAMI: ALLAH’A YAKLAŞMA SEVİNCİMİZ
Müslim,Tahâret,4,"Her kim abdest alır ve abdestini güzelce almaya özen gösterirse, günahları vücudundan çıkar, hatta tırnaklarının altından süzülür gider.",İbadet ve Kulluk,13.11.2020,"ABDEST: BEDENİMİZE SAĞLIK, RUHUMUZA HUZUR"
Müslim,Zikir,4,"Kişi, kardeşine yardım ettiği sürece Allah da ona yardım eder...","Vatan, Millet ve Tarih",05.02.2016,ŞİMDİ YARALARI SARMA ZAMANI!
Müslim,Zikir,4,"Rabbimiz! Bütün işlerimizdeki israfımızı, ölçüsüzlüğümüzü, cahilliğimizi, hatalarımızı ve bizden daha iyi bildiğin her türlü kusurumuzu bağışla! Ya Rabbi! Ciddi ve şaka yollu yaptığımız yanlışlarımızı, bilerek ya da bilmeyerek işlediğimiz günahlarımızı affeyle!","Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.02.2018,"İSRAF, DİNÎ VE AHLAKÎ BİR İFLASTIR"
Müslim,Zikir,4,"Kişi, kardeşine yardım ettiği sürece Allah da ona yardım eder...",İslam Coğrafyası ve Küresel Meseleler,09.12.2016,HALEP’TE İNSANLIK ÖLMESİN!
Müslim,Zikir,4,Ya Rabbi! Bu gecede olanların ve sonrasında olacakların hayrını senden dilerim. Bu gecede olanların ve daha sonrasında olacakların şerrinden de sana sığınırım.,İbadet ve Kulluk,10.01.2020,PEYGAMBERİMİZİN DİLİNDEN DUALAR
Müslim,Zühd ve rekâik,4,Müminin durumu ne ilginçtir! Her hâli kendisi için hayırlıdır. Bu durum yalnız mümine mahsustur. Başına sevinecek bir hâl geldiğinde şükreder; bu onun için hayır olur. Başına bir sıkıntı gelecek olursa ona da sabreder; onun için bu da hayır olur.,"Sabır, Tevekkül ve Manevi Olgunluk",12.12.2014,"MUSİBETLER KARŞISINDA SABIR, MÜMİNCE BİR TAVIRDIR"
Müslim,Zühd ve rekâik,4,Müminin durumuna şaşılır! Her hâli kendisi için hayırlıdır. Bu durum yalnız mümine mahsustur. Başına sevinecek bir hâl geldiğinde şükreder; bu onun için hayır olur. Başına bir sıkıntı geldiğinde ona sabreder; bu da onun için hayır olur.,"Afet, Kriz ve Sağlık",16.05.2014,MÜMİNLER TEK VÜCUT GİBİDİR
Müslim,Zühd ve rekâik,4,Kim Allah rızası için bir mescit yapar veya yaptırırsa Allah da onun için cennette benzeri bir ev yapacaktır.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",17.08.2018,SADAKA-İ CÂRİYE
Müslim,Zühd ve rekâik,4,Müminin durumuna şaşılır! Her hâli kendisi için hayırlıdır. Bu durum yalnız mümine mahsustur. Başına sevinecek bir hâl geldiğinde şükreder; bu onun için hayır olur. Başına bir sıkıntı geldiğinde ona sabreder; bu da onun için hayır olur.,"Vatan, Millet ve Tarih",22.07.2016,"GÜN, MİLLETÇE KENETLENME VE GELECEĞİMİZİ İNŞA ETME GÜNÜDÜR"
İbn Mâce,Rühûn,4,"Çalışana ücretini, alın teri kurumadan önce veriniz.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",13.05.2022,İŞ VE ÇALIŞMA AHLAKI
İbn Mâce,Rühûn,4,"Çalışana ücretini, teri kurumadan verin.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",25.04.2025,ALIN TERİ MUKADDESTİR
İbn Mâce,Rühûn,4,"İşçiye, ücretini teri kurumadan önce verin.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",26.04.2024,HER İŞİN BİR AHLAKI VARDIR
İbn Mâce,Rühûn,4,"Çalışana ücretini, teri kurumadan önce veriniz.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",26.09.2014,İŞ VE TİCARET AHLAKI-ÂHİLİK
İbn Mâce,Ticâret,4,Faiz yoluyla mal çoğaltan hiç kimse yoktur ki sonunda malı azalmasın.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",01.06.2018,MEŞRU OLMAYAN KAZANÇ: FAİZ
İbn Mâce,Ticâret,4,"Bir Müslümanın kusurlu bir malı, kusurunu açıklamadan satması helâl değildir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",02.03.2018,İSLAM’DA TİCARET AHLAKI
İbn Mâce,Ticâret,4,"Bir şey satın almak istediğin zaman, verebileceğin fiyatı söyle! Bir şey satmak istediğin zaman da, yüksek fiyat değil, onun piyasadaki değerini söyle!","Ekonomik Hayat: Kazanç, Zekat ve İsraf",18.08.2017,ALIŞVERİŞ VE TİCARET AHLAKI
İbn Mâce,Ticâret,4,Asla dediğin şekilde yapma! Bir şey alacaksan malın gerçek fiyatını söyle. İster versinler ister vermesinler. Bir şey satacaksan da onun gerçek fiyatını söyle. İster alsınlar ister almasınlar.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",19.09.2025,PEYGAMBERİMİZ (S.A.S) VE TİCARET AHLAKI
Buhârî,Enbiyâ,3,"Peygamberler, ataları bir kardeşlerdir.","İman, Tevhid ve Ahiret",19.02.2016,PEYGAMBERLER ALLAH’IN KUTLU ELÇİLERİDİR
Buhârî,Enbiyâ,3,"İçinizden öyleleri olacak ki, önceki kavimlerin âdetlerini karış karış, arşın arşın takip edecekler. Hatta onlar bir kertenkele deliğine girseler bile peşlerinden oraya girecekler.","İman, Tevhid ve Ahiret",20.12.2024,MİLLİ VE MANEVİ DEĞERLERİMİZİ MUHAFAZA EDELİM
Buhârî,Enbiyâ,3,"Peygamberler, anneleri ayrı, babaları bir kardeşlerdir; dinleri de birdir.",Peygamberimiz ve Ashab,30.10.2015,"PEYGAMBERLER, İNSANLIĞIN YOLUNU AYDINLATAN REHBERLERDİR"
Buhârî,Umre,3,Allah tarafından kabul edilmiş haccın karşılığı ancak cennettir.,"Ahlak, Erdem ve Söz",05.09.2014,HAC: KALBE YOLCULUK
Buhârî,Umre,3,Allah katında kabul olunan haccın karşılığı ancak cennettir.,İbadet ve Kulluk,14.06.2024,"İNSANI İHYA, TOPLUMU İNŞA EDEN İBADET: HAC"
Buhârî,Umre,3,Allah tarafından kabul edilmiş haccın karşılığı ancak cennettir.,İbadet ve Kulluk,28.06.2019,BİR MUKADDES YOLCULUK: HAC
