"id","tarih","baslik","ana_kategori","ikincil_kategoriler","cerceve","ton","muhatap","eylem_cagrisi"
"2026-01-30","30.01.2026","TÖVBEYE YÖNELMEK","İman, Tevhid ve Ahiret","Kandiller, Muharrem ve Mübarek Geceler","birey","teşvik; uyarı","genel","ritüel"
"2026-02-06","06.02.2026","BİRLİK VE BERABERLİK","Vatan, Millet ve Tarih","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik","millet","ahlaki"
"2026-02-13","13.02.2026","RAMAZAN İKLİMİ","Ramazan, Oruç ve Bayramlar","","birey","teşvik","genel","ritüel"
"2026-02-20","20.02.2026","RAMAZAN, CAMİ VE HAYAT","Ramazan, Oruç ve Bayramlar","İbadet ve Kulluk","birey","teşvik","genel","katılım"
"2026-02-27","27.02.2026","BAĞIMLILIKLA MÜCADELEDE RAMAZAN BİR FIRSATTIR","Afet, Kriz ve Sağlık","Ramazan, Oruç ve Bayramlar","aile","uyarı","aileler","ahlaki"
"2026-03-06","06.03.2026","ZEKÂT VE FITIR SADAKASI","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","teşvik","genel","maddi"
"2026-03-13","13.03.2026","HAK VE HAKİKATİN TEMSİLCİLERİ: PEYGAMBERLER","İman, Tevhid ve Ahiret","Kandiller, Muharrem ve Mübarek Geceler","birey","bilgilendirme; teşvik","genel","ritüel"
"2026-03-20","20.03.2026","RAMAZAN BAYRAMI","Ramazan, Oruç ve Bayramlar","İslam Coğrafyası ve Küresel Meseleler","karma","teşvik; kınama","ümmet","ritüel"
"2026-03-20-b","20.03.2026","HAYATI RAMAZAN KILMAK","Ramazan, Oruç ve Bayramlar","","birey","teşvik","genel","ahlaki"
"2026-03-27","27.03.2026","TEVEKKÜL","Sabır, Tevekkül ve Manevi Olgunluk","","birey","bilgilendirme; teşvik","genel","ahlaki"
"2026-04-03","03.04.2026","CUMA VE ÜMMET BİLİNCİ","İbadet ve Kulluk","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik","ümmet","ritüel"
"2026-04-10","10.04.2026","İSLAM","İman, Tevhid ve Ahiret","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","bilgilendirme; teşvik","genel","ahlaki"
"2026-04-17","17.04.2026","BİRBİRİMİZE KENETLENELİM, SORUMLULUKLARIMIZI İDRAK EDELİM","Vatan, Millet ve Tarih","Aile, Çocuk ve Nesil","cemaat-toplum","teselli; uyarı","millet","ahlaki"
"2026-04-24","24.04.2026","MERHAMET EĞİTİMİ","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","aile","teşvik","genel","ahlaki"
"2026-05-01","01.05.2026","ALIN TERİ MUKADDESTİR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","cemaat-toplum","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"2026-05-08","08.05.2026","İBADETLER, BİZİ RABBİMİZE YAKINLAŞTIRIR","İbadet ve Kulluk","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"2026-05-15","15.05.2026","TOPLUMSAL SORUMLULUKLARIMIZ","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","karma","teşvik","genel","ahlaki"
"2026-05-22","22.05.2026","SÖZ AHLAKI VE SOSYAL MEDYA","Ahlak, Erdem ve Söz","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","teşvik; uyarı","genel","ahlaki"
"2026-05-27","27.05.2026","KURBAN BAYRAMI","Ramazan, Oruç ve Bayramlar","","birey","teşvik","genel","ritüel"
"2026-05-29","29.05.2026","FETİH RUHU VE VAKIF MEDENİYETİ","Vatan, Millet ve Tarih","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","millet","maddi"
"2026-06-05","05.06.2026","DUYARLILIK","Ahlak, Erdem ve Söz","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","teşvik; bilgilendirme","genel","ahlaki"
"2026-06-12","12.06.2026","HİCRİ YENİ YILA GİRERKEN","Kandiller, Muharrem ve Mübarek Geceler","Ahlak, Erdem ve Söz","birey","teşvik","genel","ahlaki"
"2026-06-19","19.06.2026","BİRLİKTE RAHMET VARDIR","Kandiller, Muharrem ve Mübarek Geceler","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; kınama","ümmet","ahlaki"
"2026-06-26","26.06.2026","AİLE OLMAK","Aile, Çocuk ve Nesil","","aile","teşvik","aileler","ahlaki"
"2026-07-03","03.07.2026","YAZ KUR’AN KURSLARI","Kur'an-ı Kerim","Aile, Çocuk ve Nesil","aile","teşvik","aileler","katılım"
"2026-07-10","10.07.2026","DİN İSTİSMARI","Vatan, Millet ve Tarih","İman, Tevhid ve Ahiret","cemaat-toplum","uyarı; kınama","millet","ahlaki"
"2026-07-17","17.07.2026","KUR’AN-I KERİM","Kur'an-ı Kerim","","birey","bilgilendirme; teşvik","genel","ritüel"
"2015-01-02","02.01.2015","MEVLİD: RAHMET ELÇİSİNİN DÜNYAYI TEŞRİFİ","Peygamberimiz ve Ashab","Kandiller, Muharrem ve Mübarek Geceler","birey","teşvik; teselli","genel","ahlaki"
"2015-01-09","09.01.2015","EZAN: ÖZGÜRLÜĞÜN GÜR SEDASI","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2015-01-16","16.01.2015","BİR TEKELLÜF DEĞİL, NİMET OLARAK NAMAZ","İbadet ve Kulluk","","birey","teşvik","genel","ritüel"
"2015-01-16-b","16.01.2015","ALLAH’IN KUTLU ELÇİLERİNE SAYGI","İman, Tevhid ve Ahiret","Peygamberimiz ve Ashab","birey","bilgilendirme; teşvik","genel",""
"2015-01-23","23.01.2015","ERDEMLİ BİR DURUŞ: SADÂKAT","Ahlak, Erdem ve Söz","","birey","teşvik","genel","ahlaki"
"2015-01-30","30.01.2015","ALLAH’IN SON DİNİ İSLAM","İman, Tevhid ve Ahiret","","birey","bilgilendirme; uyarı","genel","ahlaki"
"2015-02-06","06.02.2015","ŞÜKÜR NİMETLERİ ARTIRIR","Sabır, Tevekkül ve Manevi Olgunluk","","birey","teşvik","genel","ahlaki"
"2015-02-13","13.02.2015","İMAN","İman, Tevhid ve Ahiret","","birey","teşvik","genel","ahlaki"
"2015-02-20","20.02.2015","KADINA EL KALKMAZ!","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","karma","kınama; uyarı","genel","ahlaki"
"2015-02-20-b","20.02.2015","HER CAN KUTSAL VE DOKUNULMAZDIR!","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","karma","uyarı; teşvik","genel","ahlaki"
"2015-02-27","27.02.2015","ÖLÜM VE ÖTESİ","İman, Tevhid ve Ahiret","","birey","uyarı; teşvik","genel","ahlaki"
"2015-03-06","06.03.2015","ALLAH, AŞIRI GİDENLERİ SEVMEZ","Sabır, Tevekkül ve Manevi Olgunluk","","birey","uyarı; teşvik","genel","ahlaki"
"2015-07-17-b","17.07.2015","RAMAZAN MEKTEBİNİN ÖĞRETTİKLERİ","Ramazan, Oruç ve Bayramlar","","birey","teşvik","genel","ahlaki; ritüel"
"2015-07-24","24.07.2015","GÜN BİRLİK VE DİRLİK GÜNÜDÜR!","Vatan, Millet ve Tarih","","cemaat-toplum","teselli; teşvik","millet","ahlaki"
"2015-07-31","31.07.2015","İNSAN: AKILLI VE SORUMLU VARLIK","Ahlak, Erdem ve Söz","İman, Tevhid ve Ahiret","karma","teşvik; uyarı","genel","ahlaki"
"2017-09-01-b","01.09.2017","KURBAN BAYRAMI","Ramazan, Oruç ve Bayramlar","","karma","teşvik","genel","ritüel; ahlaki"
"2018-06-15-b","15.06.2018","KULLUK BİLİNCİYLE BİR ÖMÜR GEÇİRMEK","Ramazan, Oruç ve Bayramlar","","birey","teşvik","genel","ahlaki; ritüel"
"2020-07-31-b","31.07.2020","VEDA HUTBESİ: ÇAĞLARI AŞAN NEBEVİ VASİYET","Peygamberimiz ve Ashab","Ramazan, Oruç ve Bayramlar","karma","bilgilendirme; teşvik","ümmet","ahlaki"
"2023-04-21-b","21.04.2023","HAYATI RAMAZAN BİLİNCİYLE YAŞAMAK","Ramazan, Oruç ve Bayramlar","","birey","teşvik","genel","ahlaki; ritüel"
"2025-06-06-b","06.06.2025","MÜSLÜMANIN BİR DURUŞU VARDIR","Ahlak, Erdem ve Söz","","birey","teşvik; uyarı","genel","ahlaki"
"2026-08-07","07.08.2026","KARDEŞLİK","Vatan, Millet ve Tarih","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","uyarı; teşvik","millet","ahlaki"
